Store,Dept,Date,Weekly_Sales,IsHoliday
1,2,19/10/2012,42354.72,FALSE
1,2,26/10/2012,43134.88,FALSE
1,3,5/2/10,13740.12,FALSE
1,3,12/2/10,10887.84,TRUE
1,3,19/02/2010,11523.47,FALSE
1,3,26/02/2010,11135.17,FALSE
1,3,5/3/10,12275.58,FALSE
1,3,12/3/10,10123.45,FALSE
1,3,19/03/2010,9001.37,FALSE
1,3,26/03/2010,10366.85,FALSE
1,3,2/4/10,11157.08,FALSE
1,3,9/4/10,10179.29,FALSE
1,3,16/04/2010,9226.8,FALSE
1,3,23/04/2010,8868.93,FALSE
1,3,30/04/2010,9337.44,FALSE
1,3,7/5/10,9372.8,FALSE
1,3,14/05/2010,7919.86,FALSE
1,3,21/05/2010,7813.91,FALSE
1,3,28/05/2010,8412.69,FALSE
1,3,4/6/10,8001.41,FALSE
1,3,11/6/10,7742.75,FALSE
1,3,18/06/2010,8201.06,FALSE
1,3,25/06/2010,6591.22,FALSE
1,3,2/7/10,7857.88,FALSE
1,3,9/7/10,8112.67,FALSE
1,3,16/07/2010,13751.3,FALSE
1,3,23/07/2010,16930.62,FALSE
1,3,30/07/2010,20915.95,FALSE
1,3,6/8/10,26719.02,FALSE
1,3,13/08/2010,30640.54,FALSE
1,3,20/08/2010,41101.93,FALSE
1,3,27/08/2010,51159.17,FALSE
1,3,3/9/10,19081.8,FALSE
1,3,10/9/10,12134.69,TRUE
1,3,17/09/2010,10722.46,FALSE
1,3,24/09/2010,8097.92,FALSE
1,3,1/10/10,9775.17,FALSE
1,3,8/10/10,10081.8,FALSE
1,3,15/10/2010,9735.73,FALSE
1,3,22/10/2010,8614.41,FALSE
1,3,29/10/2010,9283.09,FALSE
1,3,5/11/10,9825.22,FALSE
1,3,12/11/10,9146.77,FALSE
1,3,19/11/2010,9202.11,FALSE
1,3,26/11/2010,10706.81,TRUE
1,3,3/12/10,10856.85,FALSE
1,3,10/12/10,11219.78,FALSE
1,3,17/12/2010,11986.84,FALSE
1,3,24/12/2010,12080.36,FALSE
1,3,31/12/2010,8266.14,TRUE
1,3,7/1/11,15808.15,FALSE
1,3,14/01/2011,13275.87,FALSE
1,3,21/01/2011,12532.94,FALSE
1,3,28/01/2011,11983.34,FALSE
1,3,4/2/11,11012.52,FALSE
1,3,11/2/11,11428.25,TRUE
1,3,18/02/2011,11724.98,FALSE
1,3,25/02/2011,10473.78,FALSE
1,3,4/3/11,11039.12,FALSE
1,3,11/3/11,10689.97,FALSE
1,3,18/03/2011,8148.69,FALSE
1,3,25/03/2011,9049.02,FALSE
1,3,1/4/11,8734.19,FALSE
1,3,8/4/11,10417.33,FALSE
1,3,15/04/2011,8212.97,FALSE
1,3,22/04/2011,8468.72,FALSE
1,3,29/04/2011,8653.62,FALSE
1,3,6/5/11,10420.92,FALSE
1,3,13/05/2011,8732.46,FALSE
1,3,20/05/2011,7939.01,FALSE
1,3,27/05/2011,8120.7,FALSE
1,3,3/6/11,8853.89,FALSE
1,3,10/6/11,7508.71,FALSE
1,3,17/06/2011,7658.75,FALSE
1,3,24/06/2011,6165.73,FALSE
1,3,1/7/11,8070.64,FALSE
1,3,8/7/11,7366.5,FALSE
1,3,15/07/2011,11578.11,FALSE
1,3,22/07/2011,16069.5,FALSE
1,3,29/07/2011,21331.51,FALSE
1,3,5/8/11,31248.98,FALSE
1,3,12/8/11,32148.93,FALSE
1,3,19/08/2011,41603.11,FALSE
1,3,26/08/2011,49775.52,FALSE
1,3,2/9/11,19604.47,FALSE
1,3,9/9/11,12778.28,TRUE
1,3,16/09/2011,10412.88,FALSE
1,3,23/09/2011,9755.56,FALSE
1,3,30/09/2011,10434.83,FALSE
1,3,7/10/11,9977.96,FALSE
1,3,14/10/2011,9870.22,FALSE
1,3,21/10/2011,10136.78,FALSE
1,3,28/10/2011,9421.2,FALSE
1,3,4/11/11,9189.2,FALSE
1,3,11/11/11,9959.64,FALSE
1,3,18/11/2011,10104.36,FALSE
1,3,25/11/2011,9317.56,TRUE
1,3,2/12/11,10146.54,FALSE
1,3,9/12/11,12955.55,FALSE
1,3,16/12/2011,13180.05,FALSE
1,3,23/12/2011,13667.88,FALSE
1,3,30/12/2011,8848.44,TRUE
1,3,6/1/12,13926.04,FALSE
1,3,13/01/2012,13822.49,FALSE
1,3,20/01/2012,11702.08,FALSE
1,3,27/01/2012,10613.17,FALSE
1,3,3/2/12,12485.78,FALSE
1,3,10/2/12,12388.85,TRUE
1,3,17/02/2012,10237.78,FALSE
1,3,24/02/2012,10502.4,FALSE
1,3,2/3/12,11387.31,FALSE
1,3,9/3/12,11925.71,FALSE
1,3,16/03/2012,8845.73,FALSE
1,3,23/03/2012,7910.22,FALSE
1,3,30/03/2012,9129.23,FALSE
1,3,6/4/12,9335.24,FALSE
1,3,13/04/2012,7927.73,FALSE
1,3,20/04/2012,8647.36,FALSE
1,3,27/04/2012,8635.62,FALSE
1,3,4/5/12,10655.35,FALSE
1,3,11/5/12,10342.72,FALSE
1,3,18/05/2012,8609.82,FALSE
1,3,25/05/2012,8345.33,FALSE
1,3,1/6/12,7175.77,FALSE
1,3,8/6/12,8614.64,FALSE
1,3,15/06/2012,8016.26,FALSE
1,3,22/06/2012,7301.41,FALSE
1,3,29/06/2012,7577.59,FALSE
1,3,6/7/12,8473.71,FALSE
1,3,13/07/2012,13126.15,FALSE
1,3,20/07/2012,20126.95,FALSE
1,3,27/07/2012,22716.7,FALSE
1,3,3/8/12,30331.69,FALSE
1,3,10/8/12,28257.3,FALSE
1,3,17/08/2012,31905.97,FALSE
1,3,24/08/2012,43712.78,FALSE
1,3,31/08/2012,50701.3,FALSE
1,3,7/9/12,18368.51,TRUE
1,3,14/09/2012,14288.22,FALSE
1,3,21/09/2012,13403.63,FALSE
1,3,28/09/2012,13085.95,FALSE
1,3,5/10/12,11676.98,FALSE
1,3,12/10/12,10487.17,FALSE
1,3,19/10/2012,8548.87,FALSE
1,3,26/10/2012,9350.9,FALSE
1,4,5/2/10,39954.04,FALSE
1,4,12/2/10,35351.21,TRUE
1,4,19/02/2010,36826.95,FALSE
1,4,26/02/2010,34660.16,FALSE
1,4,5/3/10,38086.19,FALSE
1,4,12/3/10,32668.67,FALSE
1,4,19/03/2010,34118.11,FALSE
1,4,26/03/2010,33872.07,FALSE
1,4,2/4/10,37809.49,FALSE
1,4,9/4/10,36174.43,FALSE
1,4,16/04/2010,34740.19,FALSE
1,4,23/04/2010,33806.71,FALSE
1,4,30/04/2010,33437.8,FALSE
1,4,7/5/10,37168.34,FALSE
1,4,14/05/2010,33657.7,FALSE
1,4,21/05/2010,35571.47,FALSE
1,4,28/05/2010,36380.36,FALSE
1,4,4/6/10,40548.19,FALSE
1,4,11/6/10,36579.96,FALSE
1,4,18/06/2010,35059.52,FALSE
1,4,25/06/2010,34454.69,FALSE
1,4,2/7/10,39773.71,FALSE
1,4,9/7/10,39781.45,FALSE
1,4,16/07/2010,35234.66,FALSE
1,4,23/07/2010,36624.71,FALSE
1,4,30/07/2010,36419.68,FALSE
1,4,6/8/10,40973.88,FALSE
1,4,13/08/2010,36461.66,FALSE
1,4,20/08/2010,39706.1,FALSE
1,4,27/08/2010,36404.6,FALSE
1,4,3/9/10,38321.88,FALSE
1,4,10/9/10,36603.78,TRUE
1,4,17/09/2010,33999.01,FALSE
1,4,24/09/2010,32497.43,FALSE
1,4,1/10/10,34912.45,FALSE
1,4,8/10/10,35772.82,FALSE
1,4,15/10/2010,34693.27,FALSE
1,4,22/10/2010,32902.26,FALSE
1,4,29/10/2010,35202.44,FALSE
1,4,5/11/10,37980.55,FALSE
1,4,12/11/10,35008.03,FALSE
1,4,19/11/2010,37078.61,FALSE
1,4,26/11/2010,46201.27,TRUE
1,4,3/12/10,37110.55,FALSE
1,4,10/12/10,36364.31,FALSE
1,4,17/12/2010,39154.41,FALSE
1,4,24/12/2010,47893.23,FALSE
1,4,31/12/2010,36913.8,TRUE
1,4,7/1/11,37947.8,FALSE
1,4,14/01/2011,34393.95,FALSE
1,4,21/01/2011,33735.58,FALSE
1,4,28/01/2011,32905.88,FALSE
1,4,4/2/11,35870.49,FALSE
1,4,11/2/11,37373.33,TRUE
1,4,18/02/2011,36479.25,FALSE
1,4,25/02/2011,33677.18,FALSE
1,4,4/3/11,37943.96,FALSE
1,4,11/3/11,35229.12,FALSE
1,4,18/03/2011,34863.03,FALSE
1,4,25/03/2011,34813.12,FALSE
1,4,1/4/11,34451.9,FALSE
1,4,8/4/11,36514.43,FALSE
1,4,15/04/2011,33466.89,FALSE
1,4,22/04/2011,35132.7,FALSE
1,4,29/04/2011,34528.56,FALSE
1,4,6/5/11,37827.69,FALSE
1,4,13/05/2011,33471.81,FALSE
1,4,20/05/2011,34137.41,FALSE
1,4,27/05/2011,36790.72,FALSE
1,4,3/6/11,42508.02,FALSE
1,4,10/6/11,35376.06,FALSE
1,4,17/06/2011,35523.17,FALSE
1,4,24/06/2011,35062.02,FALSE
1,4,1/7/11,36451.71,FALSE
1,4,8/7/11,39149.99,FALSE
1,4,15/07/2011,33930.8,FALSE
1,4,22/07/2011,34630.02,FALSE
1,4,29/07/2011,35555.5,FALSE
1,4,5/8/11,39339.09,FALSE
1,4,12/8/11,37449.94,FALSE
1,4,19/08/2011,39148.87,FALSE
1,4,26/08/2011,37495.2,FALSE
1,4,2/9/11,36589.07,FALSE
1,4,9/9/11,35105.96,TRUE
1,4,16/09/2011,34108.12,FALSE
1,4,23/09/2011,32655.07,FALSE
1,4,30/09/2011,32830.81,FALSE
1,4,7/10/11,37397.63,FALSE
1,4,14/10/2011,35000.3,FALSE
1,4,21/10/2011,33954.55,FALSE
1,4,28/10/2011,34247.26,FALSE
1,4,4/11/11,39354.84,FALSE
1,4,11/11/11,36826.52,FALSE
1,4,18/11/2011,37656.58,FALSE
1,4,25/11/2011,46564.14,TRUE
1,4,2/12/11,38489.63,FALSE
1,4,9/12/11,38729.31,FALSE
1,4,16/12/2011,38266.47,FALSE
1,4,23/12/2011,47785.93,FALSE
1,4,30/12/2011,37371.22,TRUE
1,4,6/1/12,40925.76,FALSE
1,4,13/01/2012,36582.36,FALSE
1,4,20/01/2012,33780.2,FALSE
1,4,27/01/2012,33613.91,FALSE
1,4,3/2/12,40274.83,FALSE
1,4,10/2/12,39305.13,TRUE
1,4,17/02/2012,36550.46,FALSE
1,4,24/02/2012,34953.85,FALSE
1,4,2/3/12,38459.98,FALSE
1,4,9/3/12,38934.77,FALSE
1,4,16/03/2012,38125.32,FALSE
1,4,23/03/2012,36586.52,FALSE
1,4,30/03/2012,37718.51,FALSE
1,4,6/4/12,42060.21,FALSE
1,4,13/04/2012,37449.26,FALSE
1,4,20/04/2012,36350.03,FALSE
1,4,27/04/2012,36894.54,FALSE
1,4,4/5/12,41897.55,FALSE
1,4,11/5/12,35840.06,FALSE
1,4,18/05/2012,34536.29,FALSE
1,4,25/05/2012,38270.34,FALSE
1,4,1/6/12,41566.55,FALSE
1,4,8/6/12,41124.27,FALSE
1,4,15/06/2012,39019.74,FALSE
1,4,22/06/2012,37400.31,FALSE
1,4,29/06/2012,39758.77,FALSE
1,4,6/7/12,44936.96,FALSE
1,4,13/07/2012,38073.91,FALSE
1,4,20/07/2012,38080.05,FALSE
1,4,27/07/2012,35197.59,FALSE
1,4,3/8/12,41305.39,FALSE
1,4,10/8/12,40343.83,FALSE
1,4,17/08/2012,38105.9,FALSE
1,4,24/08/2012,36674.67,FALSE
1,4,31/08/2012,37802.97,FALSE
1,4,7/9/12,39549.27,TRUE
1,4,14/09/2012,35044.06,FALSE
1,4,21/09/2012,34507.34,FALSE
1,4,28/09/2012,34647.33,FALSE
1,4,5/10/12,39311.93,FALSE
1,4,12/10/12,35446.18,FALSE
1,4,19/10/2012,35549.19,FALSE
1,4,26/10/2012,36292.6,FALSE
1,5,5/2/10,32229.38,FALSE
1,5,12/2/10,29620.81,TRUE
1,5,19/02/2010,26468.27,FALSE
1,5,26/02/2010,24101.89,FALSE
1,5,5/3/10,23082.14,FALSE
1,5,12/3/10,21498.92,FALSE
1,5,19/03/2010,22632.57,FALSE
1,5,26/03/2010,38971.89,FALSE
1,5,2/4/10,29967.92,FALSE
1,5,9/4/10,18516.45,FALSE
1,5,16/04/2010,11570.27,FALSE
1,5,23/04/2010,24763.98,FALSE
1,5,30/04/2010,22006.41,FALSE
1,5,7/5/10,19260.44,FALSE
1,5,14/05/2010,16891.66,FALSE
1,5,21/05/2010,16157.17,FALSE
1,5,28/05/2010,15784.6,FALSE
1,5,4/6/10,22932.26,FALSE
1,5,11/6/10,21817.36,FALSE
1,5,18/06/2010,19778.44,FALSE
1,5,25/06/2010,19054.58,FALSE
1,5,2/7/10,18887.71,FALSE
1,5,9/7/10,20249.54,FALSE
1,5,16/07/2010,17918.22,FALSE
1,5,23/07/2010,17313.46,FALSE
1,5,30/07/2010,16472.48,FALSE
1,5,6/8/10,16926.17,FALSE
1,5,13/08/2010,15544.62,FALSE
1,5,20/08/2010,15412.44,FALSE
1,5,27/08/2010,13570.32,FALSE
1,5,3/9/10,15390.52,FALSE
1,5,10/9/10,17776.56,TRUE
1,5,17/09/2010,15862.61,FALSE
1,5,24/09/2010,17039.38,FALSE
1,5,1/10/10,23381.38,FALSE
1,5,8/10/10,19853.57,FALSE
1,5,15/10/2010,20443.05,FALSE
1,5,22/10/2010,19525.85,FALSE
1,5,29/10/2010,16377.46,FALSE
1,5,5/11/10,23903.81,FALSE
1,5,12/11/10,23698.89,FALSE
1,5,19/11/2010,24716.49,FALSE
1,5,26/11/2010,70158.86,TRUE
1,5,3/12/10,36472.02,FALSE
1,5,10/12/10,49517.17,FALSE
1,5,17/12/2010,59589.48,FALSE
1,5,24/12/2010,85676.09,FALSE
1,5,31/12/2010,32280.82,TRUE
1,5,7/1/11,22699.69,FALSE
1,5,14/01/2011,17445.37,FALSE
1,5,21/01/2011,18438.07,FALSE
1,5,28/01/2011,22118.7,FALSE
1,5,4/2/11,31280.62,FALSE
1,5,11/2/11,36667.65,TRUE
1,5,18/02/2011,31092.62,FALSE
1,5,25/02/2011,23870.31,FALSE
1,5,4/3/11,28902.37,FALSE
1,5,11/3/11,23704.37,FALSE
1,5,18/03/2011,22685.69,FALSE
1,5,25/03/2011,18719.22,FALSE
1,5,1/4/11,23598.55,FALSE
1,5,8/4/11,22393.09,FALSE
1,5,15/04/2011,22719.82,FALSE
1,5,22/04/2011,21786.16,FALSE
1,5,29/04/2011,17503.28,FALSE
1,5,6/5/11,16195.54,FALSE
1,5,13/05/2011,15587.78,FALSE
1,5,20/05/2011,15575.25,FALSE
1,5,27/05/2011,16613.98,FALSE
1,5,3/6/11,16848.76,FALSE
1,5,10/6/11,18648.73,FALSE
1,5,17/06/2011,17861.56,FALSE
1,5,24/06/2011,21695.24,FALSE
1,5,1/7/11,19239.86,FALSE
1,5,8/7/11,17989.45,FALSE
1,5,15/07/2011,18444.8,FALSE
1,5,22/07/2011,19331.53,FALSE
1,5,29/07/2011,17406.68,FALSE
1,5,5/8/11,21183.42,FALSE
1,5,12/8/11,21320.93,FALSE
1,5,19/08/2011,18643.51,FALSE
1,5,26/08/2011,15478.26,FALSE
1,5,2/9/11,20432.91,FALSE
1,5,9/9/11,19075.78,TRUE
1,5,16/09/2011,19386.23,FALSE
1,5,23/09/2011,20562.37,FALSE
1,5,30/09/2011,16385.37,FALSE
1,5,7/10/11,30352.06,FALSE
1,5,14/10/2011,22917.89,FALSE
1,5,21/10/2011,32700.34,FALSE
1,5,28/10/2011,26391.79,FALSE
1,5,4/11/11,31956.07,FALSE
1,5,11/11/11,31002.65,FALSE
1,5,18/11/2011,27339.37,FALSE
1,5,25/11/2011,79340.15,TRUE
1,5,2/12/11,32572.27,FALSE
1,5,9/12/11,41782.13,FALSE
1,5,16/12/2011,43479.7,FALSE
1,5,23/12/2011,61483.82,FALSE
1,5,30/12/2011,34981.76,TRUE
1,5,6/1/12,23105.81,FALSE
1,5,13/01/2012,19281.61,FALSE
1,5,20/01/2012,19298.42,FALSE
1,5,27/01/2012,21376.42,FALSE
1,5,3/2/12,28307.43,FALSE
